,name,id,shortName,path,displayName,featureType,coordinates
1845,lu Nchelenge Rural Health Centre,SVkzNl5p3Tj,Nchelenge RHC,/Ot1P2HjvtvL/B1u1bVtIA92/o0jgNBf8WkJ/SVkzNl5p3Tj,lu Nchelenge Rural Health Centre,POINT,"[28.7355,-9.3424]"
1846,lu Ndoba Rural Health Centre,Ru8O8QgvcHk,Ndoba RHC,/Ot1P2HjvtvL/B1u1bVtIA92/RXl1ctHnd1A/Ru8O8QgvcHk,lu Ndoba Rural Health Centre,POINT,"[29.5236,-11.2667]"
1847,lu Ninge Rural Health Centre,Lf5QXM6l0vt,Ninge RHC,/Ot1P2HjvtvL/B1u1bVtIA92/ibwukc3IOtw/Lf5QXM6l0vt,lu Ninge Rural Health Centre,POINT,"[29.6235,-11.6579]"
1848,lu Njipi Rural Health Centre,F4szgWvMcZY,Njipi RHC,/Ot1P2HjvtvL/B1u1bVtIA92/ibwukc3IOtw/F4szgWvMcZY,lu Njipi Rural Health Centre,POINT,"[29.7173,-11.5254]"
1849,lu Nsalushi Rural Health Centre,EnEhHUDVV50,Nsalushi RHC,/Ot1P2HjvtvL/B1u1bVtIA92/oFvkx78MhC9/EnEhHUDVV50,lu Nsalushi Rural Health Centre,POINT,"[30.3207,-11.543]"
1850,lu Nsonga Rural Health Centre,I4D9agtDpVm,Nsonga RHC,/Ot1P2HjvtvL/B1u1bVtIA92/RXl1ctHnd1A/I4D9agtDpVm,lu Nsonga Rural Health Centre,NONE,
1851,lu Paul Mambilima Rural Health Centre,RmEWElKZnAS,Paul Mambilima RHC,/Ot1P2HjvtvL/B1u1bVtIA92/RXl1ctHnd1A/RmEWElKZnAS,lu Paul Mambilima Rural Health Centre,POINT,"[28.5528,-11.1347]"
1852,lu Puta Rural Health Centre,EIbwCt3jZHv,Puta RHC,/Ot1P2HjvtvL/B1u1bVtIA92/Oapn6R4rt3D/EIbwCt3jZHv,lu Puta Rural Health Centre,POINT,"[29.1417,-8.6861]"
1853,lu Salanga Rural Health Centre,UXumW6MXeSy,Salanga RHC,/Ot1P2HjvtvL/B1u1bVtIA92/cLYG2oIinWU/UXumW6MXeSy,lu Salanga Rural Health Centre,POINT,"[28.7249,-9.9573]"
1854,lu Sambula Rural Health Centre,x8BQtQpWK9h,Sambula RHC,/Ot1P2HjvtvL/B1u1bVtIA92/Oapn6R4rt3D/x8BQtQpWK9h,lu Sambula Rural Health Centre,POINT,"[29.053,-8.9362]"
1855,lu Samfya District,ibwukc3IOtw,Samfya District,/Ot1P2HjvtvL/B1u1bVtIA92/ibwukc3IOtw,lu Samfya District,POLYGON,"[[[[29.6115,-10.7249],[29.7369,-10.7470],[29.8971,-10.9071],[29.9077,-11.0266],[29.8141,-11.4388],[30.0000,-11.2354],[30.1110,-11.2306],[30.4698,-11.5053],[30.4471,-11.5535],[30.3341,-11.7432],[30.2474,-11.8015],[29.7987,-11.9090],[29.8134,-12.1459],[29.8082,-12.1584],[29.6672,-12.2073],[29.5685,-12.1971],[29.3829,-12.1117],[29.3991,-12.0412],[29.4958,-11.9574],[29.4640,-11.9201],[29.5150,-11.8029],[29.4352,-11.5948],[29.4673,-11.5912],[29.4934,-11.3851],[29.4766,-11.3624],[29.5676,-11.3133],[29.5706,-11.3124],[29.5785,-11.2970],[29.5935,-11.2695],[29.4983,-11.2536],[29.4570,-11.1852],[29.4525,-11.1782],[29.4491,-11.1711],[29.4482,-11.1689],[29.4377,-11.1407],[29.4363,-11.1384],[29.4266,-11.1025],[29.3625,-10.8779],[29.6115,-10.7249]]]]"
1856,lu Samfya District Hospital,wLhl2q6Hr0m,Samfya Dist Hosp,/Ot1P2HjvtvL/B1u1bVtIA92/ibwukc3IOtw/wLhl2q6Hr0m,lu Samfya District Hospital,NONE,
1857,lu Samfya Hospital Childrens ward,KrwSPrsTnVV,Childrens ward,/Ot1P2HjvtvL/B1u1bVtIA92/ibwukc3IOtw/wLhl2q6Hr0m/KrwSPrsTnVV,lu Samfya Hospital Childrens ward,NONE,
1858,lu Samfya Hospital Female ward,rOiacYVDXuA,female ward,/Ot1P2HjvtvL/B1u1bVtIA92/ibwukc3IOtw/wLhl2q6Hr0m/rOiacYVDXuA,lu Samfya Hospital Female ward,NONE,
1859,lu Samfya Hospital Male ward,Fnbpej4Wo3T,male ward,/Ot1P2HjvtvL/B1u1bVtIA92/ibwukc3IOtw/wLhl2q6Hr0m/Fnbpej4Wo3T,lu Samfya Hospital Male ward,NONE,
1860,lu Samfya Stage II Rural Health Centre,LvXe75vnu3O,Samfya Stage II RHC,/Ot1P2HjvtvL/B1u1bVtIA92/ibwukc3IOtw/LvXe75vnu3O,lu Samfya Stage II Rural Health Centre,POINT,"[29.5526,-11.3686]"
1861,lu Sande Health Post,uHjnQzT70LJ,Sande HP,/Ot1P2HjvtvL/B1u1bVtIA92/RXl1ctHnd1A/uHjnQzT70LJ,lu Sande Health Post,NONE,
1862,lu Senama Urban Health Centre,fUaqDDijuxJ,Senama UHC,/Ot1P2HjvtvL/B1u1bVtIA92/RXl1ctHnd1A/fUaqDDijuxJ,lu Senama Urban Health Centre,POINT,"[28.8843,-11.1733]"
1863,lu Sepe Health Post,rcdwh7hRk9U,Sepe HP,/Ot1P2HjvtvL/B1u1bVtIA92/RXl1ctHnd1A/rcdwh7hRk9U,lu Sepe Health Post,NONE,
1864,lu Shikalaba Health Post,darwSYOL0lI,lu Shikalaba HP,/Ot1P2HjvtvL/B1u1bVtIA92/bjCC79pZC5f/darwSYOL0lI,lu Shikalaba Health Post,NONE,
1865,lu Shikamushile Rural Health Centre,SNB73xtSc9H,Shikamushile RHC,/Ot1P2HjvtvL/B1u1bVtIA92/idR0pJWLqcR/SNB73xtSc9H,lu Shikamushile Rural Health Centre,POINT,"[29.6903,-10.9709]"
1866,lu Shitabuli Health Post,KFBnhA12YNS,Shitabuli HP,/Ot1P2HjvtvL/B1u1bVtIA92/bW1rTUYvPMz/KFBnhA12YNS,lu Shitabuli Health Post,NONE,
1867,lu Shoti Health Post,uPHpw9fpppV,Shoti HP,/Ot1P2HjvtvL/B1u1bVtIA92/RXl1ctHnd1A/uPHpw9fpppV,lu Shoti Health Post,NONE,
1868,lu Sokontwe Rural Health Centre,gAJWuDcHWsY,Sokontwe RHC,/Ot1P2HjvtvL/B1u1bVtIA92/bW1rTUYvPMz/gAJWuDcHWsY,lu Sokontwe Rural Health Centre,POINT,"[29.4516,-12.3062]"
1869,lu St Pauls Mission Childrens ward,ySCYwiozQUa,St pauls childrens ward,/Ot1P2HjvtvL/B1u1bVtIA92/o0jgNBf8WkJ/luCGn2YZIno/ySCYwiozQUa,lu St Pauls Mission Childrens ward,NONE,
1870,lu St Pauls Mission Female ward,hWsD596uahr,St pauls female ward,/Ot1P2HjvtvL/B1u1bVtIA92/o0jgNBf8WkJ/luCGn2YZIno/hWsD596uahr,lu St Pauls Mission Female ward,NONE,
1871,lu St Pauls Mission Hospital,luCGn2YZIno,St Pauls Mission Hosp,/Ot1P2HjvtvL/B1u1bVtIA92/o0jgNBf8WkJ/luCGn2YZIno,lu St Pauls Mission Hospital,POINT,"[28.7377,-9.3037]"
1872,lu St Pauls Mission Male ward,XMLbOsjigsa,St pauls male ward,/Ot1P2HjvtvL/B1u1bVtIA92/o0jgNBf8WkJ/luCGn2YZIno/XMLbOsjigsa,lu St Pauls Mission Male ward,NONE,
1873,lu Sumbu Health Post,UbUYxvdjO6z,Sumbu HP,/Ot1P2HjvtvL/B1u1bVtIA92/RXl1ctHnd1A/UbUYxvdjO6z,lu Sumbu Health Post,NONE,
1874,lu Tayali Health Post,xt5WZlxAl5r,Tayali HP,/Ot1P2HjvtvL/B1u1bVtIA92/RXl1ctHnd1A/xt5WZlxAl5r,lu Tayali Health Post,NONE,
1875,lu Toka-Toka Health Post,vdJ8T43ozaE,Toka-Toka HP,/Ot1P2HjvtvL/B1u1bVtIA92/o0jgNBf8WkJ/vdJ8T43ozaE,lu Toka-Toka Health Post,NONE,
1876,lu Zesco Musonda Rural Health Centre,B3OzQYKWmXQ,Musonda GRZ RHC,/Ot1P2HjvtvL/B1u1bVtIA92/na58mHU96zc/B3OzQYKWmXQ,lu Zesco Musonda Rural Health Centre,NONE,
1877,Lubemba Health Post,Or60PLLBT8z,Lubemba HP,/Ot1P2HjvtvL/AWn3s2RqgAN/tbIRVsMQUdg/Or60PLLBT8z,Lubemba Health Post,NONE,
1878,Medical Department,kHpn76T9FyA,Medical Department,/Ot1P2HjvtvL/utIjliUdjp8/bhNMagz9WhD/Tf6EW0sOWJb/kHpn76T9FyA,Medical Department,NONE,
1879,MKUSHI - NAMBO (CHAI-HP),w2DtcUg65xp,NAMBO,/Ot1P2HjvtvL/AWn3s2RqgAN/hPzLRPGQhyk/AGNVVYmY3GH/w2DtcUg65xp,MKUSHI - NAMBO (CHAI-HP),NONE,
1880,mu Buli RHC_Buli Centre Zone,b3e6zfB6PrG,mu Buli RHC_Buli Centre Zone,/Ot1P2HjvtvL/dbTLdTi7s8F/ydyJb1RAy4U/thxSZm62CbT/b3e6zfB6PrG,mu Buli RHC_Buli Centre Zone,NONE,
1881,mu Buli RHC_Chibele Zone,DwMVq7JnFpA,mu Buli RHC_Chibele Zone,/Ot1P2HjvtvL/dbTLdTi7s8F/ydyJb1RAy4U/thxSZm62CbT/DwMVq7JnFpA,mu Buli RHC_Chibele Zone,NONE,
1882,mu Buli RHC_Kawelele Zone,vjVVvRiQVid,mu Buli RHC_Kawelele Zone,/Ot1P2HjvtvL/dbTLdTi7s8F/ydyJb1RAy4U/thxSZm62CbT/vjVVvRiQVid,mu Buli RHC_Kawelele Zone,NONE,
1883,mu Buli RHC_Muonda Zone,rbd4YsEfxOK,mu Buli RHC_Muonda Zone,/Ot1P2HjvtvL/dbTLdTi7s8F/ydyJb1RAy4U/thxSZm62CbT/rbd4YsEfxOK,mu Buli RHC_Muonda Zone,NONE,
1884,mu Buli RHC_Zibambale Zone,shIjzW99Bo4,mu Buli RHC_Zibambale Zone,/Ot1P2HjvtvL/dbTLdTi7s8F/ydyJb1RAy4U/thxSZm62CbT/shIjzW99Bo4,mu Buli RHC_Zibambale Zone,NONE,
1885,mu Buli Rural Health Centre,thxSZm62CbT,Buli RHC,/Ot1P2HjvtvL/dbTLdTi7s8F/ydyJb1RAy4U/thxSZm62CbT,mu Buli Rural Health Centre,POINT,"[33.0763,-11.3424]"
1886,mu Chalabesa RHC_Kawama Zone,PRzDaRUybB7,mu Chalabesa RHC_Kawama Zone,/Ot1P2HjvtvL/dbTLdTi7s8F/R22tRIhdm5Y/KtHVXgCJdRm/PRzDaRUybB7,mu Chalabesa RHC_Kawama Zone,NONE,
1887,mu Chalabesa RHC_Mulonga Zone,RjG4xV05FOz,mu Chalabesa RHC_Mulonga Zone,/Ot1P2HjvtvL/dbTLdTi7s8F/R22tRIhdm5Y/KtHVXgCJdRm/RjG4xV05FOz,mu Chalabesa RHC_Mulonga Zone,NONE,
1888,mu Chalabesa RHC_Munikashi Zone,TGDDLO8YGLV,mu Chalabesa RHC_Munikashi Zone,/Ot1P2HjvtvL/dbTLdTi7s8F/R22tRIhdm5Y/KtHVXgCJdRm/TGDDLO8YGLV,mu Chalabesa RHC_Munikashi Zone,NONE,
1889,mu Chalabesa RHC_Washeni Zone,f5atnauXLDT,mu Chalabesa RHC_Washeni Zone,/Ot1P2HjvtvL/dbTLdTi7s8F/R22tRIhdm5Y/KtHVXgCJdRm/f5atnauXLDT,mu Chalabesa RHC_Washeni Zone,NONE,
1890,mu Chalabesa Rural Health Centre,KtHVXgCJdRm,Chalabesa RHC,/Ot1P2HjvtvL/dbTLdTi7s8F/R22tRIhdm5Y/KtHVXgCJdRm,mu Chalabesa Rural Health Centre,POINT,"[31.0081,-11.3722]"
