name,id,shortName,path,displayName,geometry
"ms Buvuma Clinic",ULqqDsrSxfO,"Buvuma Clinic","/uLFWBf4qXuv/v8smX6cfIdv/MyBZnohml3M/ULqqDsrSxfO","ms Buvuma Clinic","POINT (29.2045 -21.4675)"
"ms Chamnangana Clinic",XJpNFeubEmY,"Chamnangana Clinic","/uLFWBf4qXuv/v8smX6cfIdv/KgKiMe4EZq3/XJpNFeubEmY","ms Chamnangana Clinic",
"ms Chaswingo Clinic",cOFrvE80WQ7,"Chaswingo Clinic","/uLFWBf4qXuv/v8smX6cfIdv/KgKiMe4EZq3/cOFrvE80WQ7","ms Chaswingo Clinic",
"ms Chikwalakwala Rural Health Centre",Pc5yc5tAeNF,"Chikwalakwala Rural Health Centre","/uLFWBf4qXuv/v8smX6cfIdv/KgKiMe4EZq3/Pc5yc5tAeNF","ms Chikwalakwala Rural Health Centre",
"ms Chitulipasi Rural Health Centre",poqrqFB4ezD,"Chitulipasi Rural Health Centre","/uLFWBf4qXuv/v8smX6cfIdv/KgKiMe4EZq3/poqrqFB4ezD","ms Chitulipasi Rural Health Centre",
"ms Colleen-bawn Clinic",L8lKPZA39ga,"Colleen-bawn Clinic","/uLFWBf4qXuv/v8smX6cfIdv/MyBZnohml3M/L8lKPZA39ga","ms Colleen-bawn Clinic",
"ms Cyrene Mission Clinic",HgTsVb46oGb,"Cyrene Mission Clinic","/uLFWBf4qXuv/v8smX6cfIdv/wLbEvDBVFgC/HgTsVb46oGb","ms Cyrene Mission Clinic",
"ms Dingumuzi Clinic",rzWIrDCE3FA,"Dingumuzi Clinic","/uLFWBf4qXuv/v8smX6cfIdv/mb8v6MsONme/rzWIrDCE3FA","ms Dingumuzi Clinic","POINT (27.8089 -20.5025)"
"ms Dite Rural Health Centre",B0IgvxGs1In,"Dite Rural Health Centre","/uLFWBf4qXuv/v8smX6cfIdv/KgKiMe4EZq3/B0IgvxGs1In","ms Dite Rural Health Centre","POINT (30.39 -22.2221)"
"ms Dombodema Clinic",UeNiHcD5J7x,"Dombodema Clinic","/uLFWBf4qXuv/v8smX6cfIdv/MPQwQf30hAo/UeNiHcD5J7x","ms Dombodema Clinic","POINT (27.6222 -20.4042)"
"ms Dula Clinic",RMm3Voi4zch,"Dula Clinic","/uLFWBf4qXuv/v8smX6cfIdv/XEZY5PK581K/RMm3Voi4zch","ms Dula Clinic",
"ms Dulibadzimu Clinic",c0IieswYbFt,"Dulibadzimu Clinic","/uLFWBf4qXuv/v8smX6cfIdv/KgKiMe4EZq3/c0IieswYbFt","ms Dulibadzimu Clinic","POINT (29.9837 -22.2068)"
"ms Ekukhanyeni Clinic",knWOPLAfcgs,"Ekukhanyeni Clinic","/uLFWBf4qXuv/v8smX6cfIdv/wLbEvDBVFgC/knWOPLAfcgs","ms Ekukhanyeni Clinic",
"ms Embakwe Mission Hospital",Kcm1LN2oBWI,"Embakwe Mission Hospital","/uLFWBf4qXuv/v8smX6cfIdv/mb8v6MsONme/Kcm1LN2oBWI","ms Embakwe Mission Hospital","POINT (27.8211 -20.7792)"
"ms Empandeni Mission Clinic",DROeVoEXVYs,"Empandeni Mision Clinic","/uLFWBf4qXuv/v8smX6cfIdv/mb8v6MsONme/DROeVoEXVYs","ms Empandeni Mission Clinic",
"ms Esibomvu Clinic",pHDEvqavUGq,"Esibomvu Clinic","/uLFWBf4qXuv/v8smX6cfIdv/XEZY5PK581K/pHDEvqavUGq","ms Esibomvu Clinic",
"ms Esigodini District Hospital",Wz8YBhr40BI,"Esigodini District Hospital","/uLFWBf4qXuv/v8smX6cfIdv/XEZY5PK581K/Wz8YBhr40BI","ms Esigodini District Hospital","POINT (28.9368 -20.2835)"
"ms Filabusi District Hospital",FZH7EITOBvB,"Filabusi District Hospital","/uLFWBf4qXuv/v8smX6cfIdv/DT0eXd2QTTu/FZH7EITOBvB","ms Filabusi District Hospital","POINT (29.2867 -20.5403)"
"ms Fumugwe Clinic",xQ7vG4zmwwu,"ms Fumugwe Clinic","/uLFWBf4qXuv/v8smX6cfIdv/wLbEvDBVFgC/xQ7vG4zmwwu","ms Fumugwe Clinic",
"ms Garanyemba Clinic",cjtHIvjlvHq,"Garanyemba Clinic","/uLFWBf4qXuv/v8smX6cfIdv/MyBZnohml3M/cjtHIvjlvHq","ms Garanyemba Clinic",
"ms Gulati Rural Health Center",yxtQKFT8xxn,"Gulati Rural Health Center","/uLFWBf4qXuv/v8smX6cfIdv/wLbEvDBVFgC/yxtQKFT8xxn","ms Gulati Rural Health Center","POINT (28.5902 -20.4572)"
"ms Gungwe RHC",dhiLrn2OMIj,"Gungwe Clinic","/uLFWBf4qXuv/v8smX6cfIdv/MyBZnohml3M/dhiLrn2OMIj","ms Gungwe RHC","POINT (28.8873 -21.4562)"
"ms Gwanda District",MyBZnohml3M,"ms Gwanda District","/uLFWBf4qXuv/v8smX6cfIdv/MyBZnohml3M","ms Gwanda District","MULTIPOLYGON (((29.3055 -21.6435, 29.2987 -21.6539, 29.2695 -21.7087, 29.2676 -21.7116, 29.2643 -21.7166, 29.2536 -21.7351, 29.2479 -21.7474, 29.2454 -21.75, 29.2375 -21.7577, 29.2335 -21.7659, 29.2323 -21.7681, 29.2344 -21.7687, 29.2348 -21.7706, 29.2326 -21.7769, 29.2309 -21.7773, 29.2289 -21.7777, 29.2283 -21.7796, 29.2283 -21.7815, 29.2278 -21.7835, 29.2258 -21.7852, 29.2241 -21.7869, 29.2248 -21.7888, 29.2259 -21.7912, 29.2259 -21.7993, 29.226 -21.8017, 29.2253 -21.8033, 29.2238 -21.8039, 29.2228 -21.8053, 29.2225 -21.8075, 29.2221 -21.8088, 29.2198 -21.8107, 29.2179 -21.8124, 29.2178 -21.8146, 29.2171 -21.8165, 29.2113 -21.8176, 29.209 -21.8178, 29.2072 -21.8189, 29.2063 -21.8204, 29.2065 -21.825, 29.2084 -21.8294, 29.2144 -21.8338, 29.2157 -21.8392, 29.2125 -21.841, 29.2098 -21.8399, 29.2069 -21.8394, 29.2045 -21.8407, 29.1998 -21.8474, 29.199 -21.8494, 29.1991 -21.8528, 29.2009 -21.8579, 29.1988 -21.8598, 29.1955 -21.8611, 29.1902 -21.8638, 29.1859 -21.8674, 29.184 -21.8712, 29.1823 -21.872, 29.1802 -21.8721, 29.1787 -21.8737, 29.1785 -21.8753, 29.1792 -21.8767, 29.1815 -21.8807, 29.1828 -21.8863, 29.1833 -21.8904, 29.1872 -21.8941, 29.1881 -21.8976, 29.1494 -21.9228, 29.1298 -21.9359, 29.1016 -21.9546, 29.0673 -21.9772, 29.0542 -21.986, 29.0379 -21.9968, 29.0307 -21.9819, 29.0274 -21.9732, 29.0236 -21.9579, 29.0204 -21.9403, 29.0204 -21.9248, 29.0209 -21.9166, 29.0231 -21.9038, 29.026 -21.8895, 29.034 -21.8703, 29.0368 -21.864, 29.0508 -21.8434, 29.0531 -21.8399, 29.0783 -21.8166, 29.0765 -21.8134, 29.0716 -21.8068, 29.0647 -21.8028, 29.0578 -21.7992, 29.047 -21.7984, 29.0386 -21.7953, 29.0323 -21.7915, 29.0303 -21.7909, 29.0192 -21.7889, 29.017 -21.7887, 29.0111 -21.7879, 29.0089 -21.7874, 29.0049 -21.7829, 28.9993 -21.7743, 28.9901 -21.7673, 28.9788 -21.7674, 28.9592 -21.7722, 28.9429 -21.7693, 28.9173 -21.7621, 28.9021 -21.7614, 28.8894 -21.7562, 28.8591 -21.7517, 28.8282 -21.732, 28.8213 -21.7302, 28.8038 -21.7301, 28.7945 -21.7286, 28.7752 -21.7163, 28.7798 -21.7007, 28.7736 -21.6933, 28.7748 -21.684, 28.7745 -21.6768, 28.7689 -21.672, 28.7642 -21.6679, 28.7635 -21.6626, 28.7566 -21.6608, 28.7552 -21.6553, 28.749 -21.656, 28.7458 -21.6548, 28.7423 -21.6534, 28.7401 -21.6492, 28.7377 -21.6465, 28.7341 -21.6448, 28.7318 -21.6419, 28.7315 -21.6387, 28.7346 -21.6348, 28.7391 -21.6344, 28.7418 -21.6319, 28.7418 -21.6294, 28.7389 -21.6275, 28.7365 -21.6272, 28.7325 -21.6274, 28.7302 -21.6252, 28.7285 -21.621, 28.7278 -21.6159, 28.7262 -21.611, 28.7238 -21.6053, 28.7297 -21.5838, 28.736 -21.5627, 28.737 -21.5594, 28.7502 -21.5151, 28.7545 -21.4999, 28.762 -21.4748, 28.7667 -21.4593, 28.7641 -21.4427, 28.759 -21.4101, 28.7541 -21.3779, 28.7501 -21.3513, 28.7477 -21.3339, 28.7469 -21.3294, 28.7339 -21.3177, 28.7161 -21.3019, 28.6965 -21.2847, 28.6813 -21.2707, 28.692 -21.2489, 28.6929 -21.2456, 28.695 -21.24, 28.6678 -21.2362, 28.6502 -21.2332, 28.6207 -21.2277, 28.6569 -21.1893, 28.6365 -21.1453, 28.6338 -21.1394, 28.6625 -21.1098, 28.6737 -21.0984, 28.6892 -21.0828, 28.6753 -21.0548, 28.6798 -21.0514, 28.6894 -21.0441, 28.7 -21.0361, 28.7065 -21.0471, 28.7199 -21.07, 28.725 -21.068, 28.751 -21.0574, 28.7628 -21.0517, 28.7597 -21.0452, 28.7542 -21.036, 28.7499 -21.0278, 28.7425 -21.0155, 28.7504 -21.007, 28.7575 -20.9996, 28.7623 -20.9945, 28.7516 -20.9871, 28.7446 -20.9817, 28.7195 -20.9637, 28.6991 -20.9487, 28.6995 -20.9432, 28.7022 -20.9042, 28.7048 -20.8655, 28.706 -20.8538, 28.6974 -20.8265, 28.6904 -20.8039, 28.6853 -20.7876, 28.6734 -20.7496, 28.6585 -20.7028, 28.6553 -20.6935, 28.6795 -20.6928, 28.7099 -20.6854, 28.733 -20.6798, 28.7447 -20.6546, 28.7465 -20.6519, 28.7482 -20.6471, 28.7499 -20.646, 28.7522 -20.6444, 28.7593 -20.6397, 28.7842 -20.6229, 28.7844 -20.623, 28.8151 -20.6593, 28.8254 -20.6591, 28.8718 -20.6782, 28.8792 -20.6812, 28.9073 -20.6927, 28.9232 -20.6992, 28.9448 -20.6339, 28.9531 -20.6089, 28.957 -20.5972, 28.9697 -20.6064, 28.9762 -20.6111, 28.9989 -20.609, 29.0091 -20.6082, 29.0476 -20.6049, 29.1337 -20.5881, 29.1586 -20.5574, 29.1827 -20.5611, 29.1818 -20.5651, 29.181 -20.5692, 29.1814 -20.5772, 29.1811 -20.5803, 29.1811 -20.5813, 29.1813 -20.5858, 29.1817 -20.5914, 29.1826 -20.5955, 29.1841 -20.5981, 29.1849 -20.602, 29.186 -20.6063, 29.1848 -20.6107, 29.1859 -20.6146, 29.1907 -20.6274, 29.1928 -20.6365, 29.1938 -20.6434, 29.1973 -20.6523, 29.1986 -20.6574, 29.1989 -20.6639, 29.1999 -20.6711, 29.2037 -20.6828, 29.2076 -20.6921, 29.2099 -20.6966, 29.2121 -20.7007, 29.2162 -20.7113, 29.2187 -20.717, 29.2225 -20.7222, 29.2258 -20.7313, 29.2298 -20.7423, 29.2351 -20.7566, 29.2388 -20.7698, 29.2403 -20.7839, 29.2454 -20.794, 29.2486 -20.8059, 29.2554 -20.8143, 29.2576 -20.8177, 29.2581 -20.8226, 29.2582 -20.8282, 29.2604 -20.8305, 29.2635 -20.8331, 29.2691 -20.8372, 29.2703 -20.8399, 29.2689 -20.8441, 29.2702 -20.8461, 29.2719 -20.8477, 29.277 -20.8506, 29.2822 -20.8538, 29.2848 -20.8556, 29.2875 -20.8635, 29.2899 -20.8707, 29.2895 -20.8766, 29.289 -20.8819, 29.29 -20.8859, 29.2916 -20.8888, 29.2928 -20.891, 29.2942 -20.8946, 29.2971 -20.9024, 29.2994 -20.9051, 29.3012 -20.9063, 29.304 -20.9068, 29.3054 -20.907, 29.3094 -20.9064, 29.312 -20.9064, 29.3174 -20.9092, 29.3241 -20.9107, 29.3282 -20.9135, 29.329 -20.9145, 29.3324 -20.918, 29.3331 -20.9187, 29.3386 -20.9239, 29.3443 -20.9275, 29.35 -20.9322, 29.3501 -20.9324, 29.3511 -20.9349, 29.3533 -20.938, 29.3538 -20.9394, 29.356 -20.9451, 29.3561 -20.9478, 29.3551 -20.9538, 29.3547 -20.955, 29.3535 -20.9584, 29.3526 -20.9613, 29.3469 -20.9685, 29.3458 -20.9736, 29.346 -20.9765, 29.3473 -20.9845, 29.3497 -20.9978, 29.3498 -21.0009, 29.3482 -21.004, 29.3467 -21.0073, 29.3486 -21.0104, 29.3526 -21.0134, 29.3566 -21.0161, 29.3582 -21.0197, 29.3574 -21.0248, 29.3573 -21.0306, 29.4347 -21.0548, 29.4395 -21.0562, 29.4872 -21.0339, 29.4936 -21.0302, 29.4993 -21.0284, 29.5344 -21.0368, 29.5551 -21.0383, 29.5924 -21.0406, 29.6122 -21.0367, 29.647 -21.0297, 29.6688 -21.0254, 29.6896 -21.0214, 29.7266 -21.0224, 29.7302 -21.0228, 29.7316 -21.0278, 29.7313 -21.0324, 29.7321 -21.0351, 29.7359 -21.0427, 29.7403 -21.0539, 29.7426 -21.0605, 29.747 -21.0712, 29.7478 -21.0736, 29.7472 -21.0766, 29.7488 -21.0796, 29.7516 -21.0858, 29.7537 -21.0877, 29.7565 -21.0904, 29.7589 -21.0902, 29.7648 -21.0886, 29.7667 -21.091, 29.7655 -21.0978, 29.7664 -21.0999, 29.7698 -21.1033, 29.7705 -21.1071, 29.7731 -21.11, 29.7739 -21.1109, 29.7767 -21.1122, 29.7783 -21.1132, 29.7812 -21.1155, 29.7862 -21.1199, 29.7895 -21.1249, 29.7921 -21.1286, 29.7988 -21.1336, 29.8016 -21.1357, 29.8038 -21.1357, 29.8055 -21.1371, 29.8085 -21.139, 29.8136 -21.14, 29.8167 -21.142, 29.8205 -21.1423, 29.8238 -21.1444, 29.8284 -21.1472, 29.8335 -21.1498, 29.8363 -21.1503, 29.8392 -21.1501, 29.8414 -21.1529, 29.8427 -21.1574, 29.8409 -21.16, 29.8387 -21.1612, 29.8355 -21.1617, 29.8319 -21.1643, 29.8312 -21.1684, 29.8311 -21.1731, 29.8312 -21.1733, 29.8346 -21.1771, 29.8377 -21.1785, 29.8403 -21.1818, 29.8411 -21.186, 29.8434 -21.1885, 29.8459 -21.1897, 29.8471 -21.1931, 29.8467 -21.1962, 29.8475 -21.201, 29.8496 -21.2032, 29.8514 -21.2045, 29.8549 -21.2046, 29.8575 -21.2047, 29.8674 -21.2073, 29.8751 -21.2101, 29.8792 -21.2106, 29.8794 -21.2107, 29.8806 -21.2139, 29.8825 -21.2158, 29.8856 -21.2175, 29.8858 -21.2177, 29.8874 -21.2209, 29.89 -21.2231, 29.8936 -21.2252, 29.8947 -21.2272, 29.8925 -21.2294, 29.8886 -21.2305, 29.8863 -21.2316, 29.8864 -21.2343, 29.887 -21.2373, 29.8867 -21.2403, 29.8873 -21.2455, 29.8893 -21.2483, 29.891 -21.2496, 29.8922 -21.2518, 29.8901 -21.2549, 29.8891 -21.2571, 29.887 -21.261, 29.887 -21.2638, 29.8897 -21.2668, 29.8909 -21.2694, 29.8937 -21.27, 29.8967 -21.2691, 29.9003 -21.268, 29.9031 -21.2687, 29.9053 -21.2693, 29.8978 -21.2761, 29.8774 -21.2924, 29.866 -21.3014, 29.8548 -21.3104, 29.8798 -21.3232, 29.8873 -21.3269, 29.8907 -21.3285, 29.8947 -21.3522, 29.8963 -21.3593, 29.8836 -21.3776, 29.8768 -21.3875, 29.8667 -21.403, 29.8502 -21.4265, 29.8418 -21.4394, 29.833 -21.4536, 29.8168 -21.4781, 29.8075 -21.4921, 29.8035 -21.499, 29.7906 -21.4968, 29.7513 -21.4912, 29.7202 -21.4867, 29.5484 -21.4619, 29.507 -21.4558, 29.502 -21.455, 29.4958 -21.454, 29.501 -21.4676, 29.513 -21.4985, 29.5197 -21.5148, 29.4988 -21.5219, 29.4671 -21.5332, 29.4526 -21.5399, 29.4298 -21.5468, 29.3601 -21.5612, 29.3498 -21.5758, 29.3383 -21.5926, 29.3055 -21.6435)), ((28.9997 -20.951, 29.0016 -20.9588, 29.0177 -20.9532, 29.029 -20.947, 29.0302 -20.9471, 29.0314 -20.9437, 29.033 -20.9352, 29.0339 -20.9308, 29.0356 -20.9244, 29.032 -20.9231, 29.0281 -20.9222, 29.0183 -20.9199, 29.0044 -20.9162, 29.0056 -20.9124, 29.0006 -20.9113, 28.9963 -20.9103, 28.9956 -20.9137, 28.9951 -20.9167, 28.9924 -20.9166, 28.9896 -20.9158, 28.9885 -20.9238, 28.9898 -20.9261, 28.9911 -20.9285, 28.9916 -20.9305, 28.9894 -20.9298, 28.9857 -20.9288, 28.9817 -20.9278, 28.9496 -20.9198, 28.9501 -20.9273, 28.9737 -20.9396, 28.982 -20.9413, 28.9888 -20.9438, 28.9906 -20.9469, 28.9945 -20.9477, 28.9946 -20.9507, 28.9997 -20.951)))"
"ms Gwanda Provincial Hospital",nRFC0VVvNG1,"Gwanda Provincial Hospital","/uLFWBf4qXuv/v8smX6cfIdv/MyBZnohml3M/nRFC0VVvNG1","ms Gwanda Provincial Hospital",
"ms Gwanda ZNFPC Clinic",n94LdFhOYbM,"Gwanda ZNFPC Clinic","/uLFWBf4qXuv/v8smX6cfIdv/MyBZnohml3M/n94LdFhOYbM","ms Gwanda ZNFPC Clinic",
"ms Gwanda ZRP Clinic",WKaj0aWHhxU,"Gwanda ZRP Clinic","/uLFWBf4qXuv/v8smX6cfIdv/MyBZnohml3M/WKaj0aWHhxU","ms Gwanda ZRP Clinic",
"ms Gwatemba Rural Health Centre",zmh954cgQHV,"Gwatemba Rural Health Centre","/uLFWBf4qXuv/v8smX6cfIdv/DT0eXd2QTTu/zmh954cgQHV","ms Gwatemba Rural Health Centre","POINT (29.6905 -20.4054)"
"ms Habane Clinic",acCVg6eZCR4,"Habane Clinic","/uLFWBf4qXuv/v8smX6cfIdv/XEZY5PK581K/acCVg6eZCR4","ms Habane Clinic",
"ms Hingwe Rural Health Centre",Slqko1xDIYV,"Hingwe Rural Health Centre","/uLFWBf4qXuv/v8smX6cfIdv/MPQwQf30hAo/Slqko1xDIYV","ms Hingwe Rural Health Centre","POINT (27.3017 -20.145)"
"ms Homestead Rural Health Centre",OGwUj8IBy4e,"Homestead Rural Health Centre","/uLFWBf4qXuv/v8smX6cfIdv/wLbEvDBVFgC/OGwUj8IBy4e","ms Homestead Rural Health Centre","POINT (28.5539 -21.2559)"
"ms How Mine Clinic",w4rwyHJKWBr,"How Mine Clinic","/uLFWBf4qXuv/v8smX6cfIdv/XEZY5PK581K/w4rwyHJKWBr","ms How Mine Clinic","POINT (28.7846 -20.3036)"
"ms Huwana Clinic",nwwAxlXbJwl,"Huwana Clinic","/uLFWBf4qXuv/v8smX6cfIdv/MPQwQf30hAo/nwwAxlXbJwl","ms Huwana Clinic",
"ms Ingwizi Rural Health Centre",AEArYs0pk3a,"Ingwizi Rural Health Centre","/uLFWBf4qXuv/v8smX6cfIdv/mb8v6MsONme/AEArYs0pk3a","ms Ingwizi Rural Health Centre","POINT (27.8708 -21.1192)"
